relative_path	basename	top_folder	extension	size_bytes	modified_date	entity_type	disease	geography	method	surveillance_mode	elimination_phase	diagnostic_test	project_link	phd_article_link	relevance_note	status
Statistics & Mathematical Modelling/Warwick/journal.pntd.0011514.pdf	journal.pntd.0011514.pdf	Statistics & Mathematical Modelling	pdf	2758999	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/Measuring elimination metrics.pdf	Measuring elimination metrics.pdf	Statistics & Mathematical Modelling	pdf	560700	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy	Elimination		PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s13071-024-06404-4.pdf	s13071-024-06404-4.pdf	Statistics & Mathematical Modelling	pdf	1759522	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s40249-022-00934-8.pdf	s40249-022-00934-8.pdf	Statistics & Mathematical Modelling	pdf	1593546	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s41467-022-28598-w (1).pdf	s41467-022-28598-w (1).pdf	Statistics & Mathematical Modelling	pdf	1176419	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s41467-022-28598-w.pdf	s41467-022-28598-w.pdf	Statistics & Mathematical Modelling	pdf	1176419	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
Statistics & Mathematical Modelling/Warwick/s41467-022-29192-w.pdf	s41467-022-29192-w.pdf	Statistics & Mathematical Modelling	pdf	2192928	2025-11-14	Paper	gHAT / HAT		modelling	Surveillance strategy			PhD / sleeping-sickness	Article 6: sampling and modelling	High relevance to post-elimination sampling logic	seeded
WHO Atlas/2018 - Area at risk of gambiense and rhodesiense HAT.docx	2018 - Area at risk of gambiense and rhodesiense HAT.docx	WHO Atlas	docx	20242	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/2018 - People at risk of HAT that are potentially covered by facilities with diagnostic and treatment capabilities for HAT.docx	2018 - People at risk of HAT that are potentially covered by facilities with diagnostic and treatment capabilities for HAT.docx	WHO Atlas	docx	17812	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/2018 - Population at risk of gambiense and rhodesiense HAT.docx	2018 - Population at risk of gambiense and rhodesiense HAT.docx	WHO Atlas	docx	20241	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/2024 Franco.pdf	2024 Franco.pdf	WHO Atlas	pdf	2656452	2024-06-13	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Diversity of human African trypanosomiasis epidemiological settings requires fine-tuning control strategies to facilitate disease elimination.pdf	Diversity of human African trypanosomiasis epidemiological settings requires fine-tuning control strategies to facilitate disease elimination.pdf	WHO Atlas	pdf	636851	2025-03-10	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Ending the neglect to attain the Sustainable Development Goals A road map for neglected tropical diseases 2021–2030.pdf	Ending the neglect to attain the Sustainable Development Goals A road map for neglected tropical diseases 2021–2030.pdf	WHO Atlas	pdf	15221829	2024-03-27	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Estimating and Mapping the Population at Risk of.pdf	Estimating and Mapping the Population at Risk of.pdf	WHO Atlas	pdf	968697	2023-12-04	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/Mapping the capacities of fixed health facilities to.pdf	Mapping the capacities of fixed health facilities to.pdf	WHO Atlas	pdf	2181728	2023-11-29	Paper	gHAT / HAT		spatial epidemiology	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	Article 1: historical risk mapping and foci	Contextual monitoring and verification reference	seeded
WHO Atlas/Monitoring the elimination of human African trypanosomiasis - Update to 2014.pdf	Monitoring the elimination of human African trypanosomiasis - Update to 2014.pdf	WHO Atlas	pdf	8086353	2024-04-18	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/NTD-Roadmap 2030.pdf	NTD-Roadmap 2030.pdf	WHO Atlas	pdf	2573563	2023-11-02	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/Report of a WHO meeting on elimination of human African trypanosomiasis (trypanosoma brucei gambiense).pdf	Report of a WHO meeting on elimination of human African trypanosomiasis (trypanosoma brucei gambiense).pdf	WHO Atlas	pdf	4486883	2024-03-27	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/The elimination of human African Trypanosomiasis - WHO Achievements 2020.pdf	The elimination of human African Trypanosomiasis - WHO Achievements 2020.pdf	WHO Atlas	pdf	2574534	2022-12-02	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/the-journey-towards-elimination-of-gambiense-human-african-trypanosomiasis-not-far-nor-easy.pdf	the-journey-towards-elimination-of-gambiense-human-african-trypanosomiasis-not-far-nor-easy.pdf	WHO Atlas	pdf	458518	2025-03-10	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/WHO - Monitoring the elimination of human African trypanosomiasis at continental and country level - Update to 2018.pdf	WHO - Monitoring the elimination of human African trypanosomiasis at continental and country level - Update to 2018.pdf	WHO Atlas	pdf	2800852	2023-12-04	Paper	gHAT / HAT	Africa	atlas / surveillance monitoring	Surveillance monitoring	Elimination		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
WHO Atlas/WHO control and surveillance HAT.pdf	WHO control and surveillance HAT.pdf	WHO Atlas	pdf	7394160	2023-11-03	Paper	gHAT / HAT		atlas / surveillance monitoring	Surveillance monitoring	Elimination monitoring		PhD / sleeping-sickness	PhD framework / monitoring context	Contextual monitoring and verification reference	seeded
